,Filename,Predictions,class_index
113,prediction/1039.jpg,buildings,0
114,prediction/10390.jpg,forest,1
115,prediction/10391.jpg,glacier,2
116,prediction/10395.jpg,glacier,2
117,prediction/10397.jpg,forest,1
118,prediction/10400.jpg,forest,1
119,prediction/10401.jpg,mountain,3
120,prediction/10405.jpg,buildings,0
121,prediction/10406.jpg,forest,1
122,prediction/10409.jpg,buildings,0
123,prediction/10410.jpg,glacier,2
124,prediction/10413.jpg,street,5
125,prediction/10414.jpg,mountain,3
126,prediction/10415.jpg,forest,1
127,prediction/10419.jpg,mountain,3
128,prediction/10423.jpg,mountain,3
129,prediction/10424.jpg,buildings,0
130,prediction/10425.jpg,buildings,0
131,prediction/10427.jpg,glacier,2
132,prediction/10434.jpg,buildings,0
133,prediction/10435.jpg,street,5
134,prediction/10436.jpg,buildings,0
135,prediction/10437.jpg,forest,1
136,prediction/10439.jpg,mountain,3
137,prediction/10445.jpg,street,5
138,prediction/10447.jpg,mountain,3
139,prediction/10457.jpg,mountain,3
140,prediction/10458.jpg,mountain,3
141,prediction/1046.jpg,mountain,3
142,prediction/10461.jpg,glacier,2
143,prediction/10469.jpg,street,5
144,prediction/10471.jpg,sea,4
145,prediction/10475.jpg,buildings,0
146,prediction/10477.jpg,glacier,2
147,prediction/10478.jpg,buildings,0
148,prediction/10479.jpg,forest,1
149,prediction/1048.jpg,forest,1
150,prediction/10481.jpg,glacier,2
151,prediction/10484.jpg,street,5
152,prediction/10486.jpg,mountain,3
153,prediction/1049.jpg,street,5
154,prediction/10498.jpg,street,5
155,prediction/10501.jpg,street,5
156,prediction/1051.jpg,buildings,0
157,prediction/10512.jpg,street,5
158,prediction/1052.jpg,buildings,0
159,prediction/10522.jpg,mountain,3
160,prediction/10523.jpg,glacier,2
161,prediction/1053.jpg,buildings,0
162,prediction/10530.jpg,street,5
163,prediction/10531.jpg,buildings,0
164,prediction/10534.jpg,glacier,2
165,prediction/10535.jpg,glacier,2
166,prediction/10538.jpg,buildings,0
167,prediction/10545.jpg,buildings,0
168,prediction/10549.jpg,mountain,3
169,prediction/10557.jpg,glacier,2
170,prediction/10558.jpg,street,5
171,prediction/10560.jpg,buildings,0
172,prediction/10561.jpg,mountain,3
173,prediction/10568.jpg,sea,4
174,prediction/10572.jpg,street,5
175,prediction/10579.jpg,mountain,3
176,prediction/10583.jpg,mountain,3
177,prediction/10585.jpg,forest,1
178,prediction/10586.jpg,street,5
179,prediction/10587.jpg,buildings,0
180,prediction/10590.jpg,buildings,0
181,prediction/10591.jpg,forest,1
182,prediction/10593.jpg,sea,4
183,prediction/1060.jpg,mountain,3
184,prediction/1061.jpg,forest,1
185,prediction/10612.jpg,glacier,2
186,prediction/10614.jpg,buildings,0
187,prediction/10615.jpg,street,5
188,prediction/10622.jpg,mountain,3
189,prediction/10625.jpg,buildings,0
190,prediction/10629.jpg,mountain,3
191,prediction/10631.jpg,buildings,0
192,prediction/10634.jpg,buildings,0
193,prediction/10638.jpg,glacier,2
194,prediction/10649.jpg,street,5
195,prediction/10651.jpg,mountain,3
196,prediction/10652.jpg,glacier,2
197,prediction/10657.jpg,mountain,3
198,prediction/1066.jpg,forest,1
199,prediction/10660.jpg,street,5
200,prediction/10669.jpg,mountain,3
201,prediction/10674.jpg,buildings,0
202,prediction/10675.jpg,forest,1
203,prediction/10676.jpg,glacier,2
204,prediction/10677.jpg,street,5
205,prediction/10679.jpg,forest,1
206,prediction/10680.jpg,mountain,3
207,prediction/10682.jpg,mountain,3
208,prediction/10685.jpg,mountain,3
209,prediction/10694.jpg,forest,1
210,prediction/10696.jpg,forest,1
211,prediction/10698.jpg,mountain,3
212,prediction/1070.jpg,buildings,0
213,prediction/10700.jpg,forest,1
214,prediction/10701.jpg,buildings,0
215,prediction/10702.jpg,buildings,0
216,prediction/10708.jpg,street,5
217,prediction/1071.jpg,glacier,2
218,prediction/10712.jpg,mountain,3
219,prediction/1072.jpg,sea,4
220,prediction/10726.jpg,mountain,3
221,prediction/10733.jpg,mountain,3
222,prediction/10734.jpg,sea,4
223,prediction/10737.jpg,glacier,2
224,prediction/10742.jpg,mountain,3
225,prediction/10746.jpg,street,5
226,prediction/10748.jpg,forest,1
227,prediction/10749.jpg,mountain,3
228,prediction/10755.jpg,glacier,2
229,prediction/10758.jpg,mountain,3
230,prediction/1076.jpg,buildings,0
231,prediction/10760.jpg,sea,4
232,prediction/10762.jpg,sea,4
233,prediction/10764.jpg,street,5
234,prediction/10768.jpg,mountain,3
235,prediction/10769.jpg,mountain,3
236,prediction/10771.jpg,mountain,3
237,prediction/10782.jpg,forest,1
238,prediction/10785.jpg,forest,1
239,prediction/10797.jpg,street,5
240,prediction/10799.jpg,glacier,2
241,prediction/10806.jpg,forest,1
242,prediction/10807.jpg,buildings,0
243,prediction/1081.jpg,buildings,0
244,prediction/10813.jpg,forest,1
245,prediction/10814.jpg,street,5
246,prediction/10816.jpg,sea,4
247,prediction/10817.jpg,glacier,2
248,prediction/10818.jpg,street,5
249,prediction/10819.jpg,buildings,0
250,prediction/1082.jpg,forest,1
251,prediction/10823.jpg,street,5
252,prediction/10829.jpg,glacier,2
253,prediction/1083.jpg,glacier,2
254,prediction/10830.jpg,forest,1
255,prediction/10836.jpg,buildings,0
256,prediction/10839.jpg,buildings,0
257,prediction/1084.jpg,buildings,0
258,prediction/10843.jpg,mountain,3
259,prediction/10844.jpg,street,5
260,prediction/10855.jpg,street,5
261,prediction/10858.jpg,glacier,2
262,prediction/1086.jpg,street,5
263,prediction/10860.jpg,glacier,2
264,prediction/10864.jpg,buildings,0
265,prediction/10866.jpg,buildings,0
266,prediction/10869.jpg,glacier,2
267,prediction/10871.jpg,glacier,2
268,prediction/10873.jpg,sea,4
269,prediction/10875.jpg,buildings,0
270,prediction/10879.jpg,sea,4
271,prediction/10880.jpg,street,5
272,prediction/10885.jpg,street,5
273,prediction/10888.jpg,mountain,3
274,prediction/10890.jpg,street,5
275,prediction/10893.jpg,mountain,3
276,prediction/10894.jpg,mountain,3
277,prediction/10897.jpg,sea,4
278,prediction/10901.jpg,forest,1
279,prediction/10905.jpg,street,5
280,prediction/10906.jpg,mountain,3
281,prediction/10910.jpg,forest,1
282,prediction/10913.jpg,forest,1
283,prediction/10914.jpg,glacier,2
284,prediction/10918.jpg,glacier,2
285,prediction/10919.jpg,sea,4
286,prediction/1092.jpg,mountain,3
287,prediction/10920.jpg,mountain,3
288,prediction/10923.jpg,glacier,2
289,prediction/10930.jpg,sea,4
290,prediction/10931.jpg,street,5
291,prediction/10933.jpg,street,5
292,prediction/10934.jpg,forest,1
293,prediction/10939.jpg,mountain,3
294,prediction/10944.jpg,glacier,2
295,prediction/10945.jpg,glacier,2
296,prediction/10949.jpg,glacier,2
297,prediction/1095.jpg,glacier,2
298,prediction/10952.jpg,sea,4
299,prediction/10956.jpg,street,5
300,prediction/10957.jpg,mountain,3
301,prediction/10960.jpg,mountain,3
302,prediction/10964.jpg,buildings,0
303,prediction/10968.jpg,glacier,2
304,prediction/10969.jpg,buildings,0
305,prediction/10976.jpg,street,5
306,prediction/10979.jpg,glacier,2
307,prediction/10981.jpg,street,5
308,prediction/10987.jpg,glacier,2
309,prediction/10988.jpg,mountain,3
310,prediction/10989.jpg,glacier,2
311,prediction/10991.jpg,sea,4
312,prediction/10998.jpg,mountain,3
313,prediction/10999.jpg,forest,1
314,prediction/11.jpg,glacier,2
315,prediction/110.jpg,mountain,3
316,prediction/11000.jpg,forest,1
317,prediction/11001.jpg,mountain,3
318,prediction/11005.jpg,glacier,2
319,prediction/11009.jpg,mountain,3
320,prediction/1101.jpg,forest,1
321,prediction/11012.jpg,mountain,3
322,prediction/11013.jpg,buildings,0
323,prediction/11014.jpg,mountain,3
324,prediction/11015.jpg,forest,1
325,prediction/11017.jpg,mountain,3
326,prediction/1102.jpg,glacier,2
327,prediction/11021.jpg,street,5
328,prediction/11022.jpg,street,5
329,prediction/11025.jpg,glacier,2
330,prediction/11031.jpg,glacier,2
331,prediction/11038.jpg,street,5
332,prediction/11059.jpg,mountain,3
333,prediction/11061.jpg,sea,4
334,prediction/11065.jpg,glacier,2
335,prediction/11067.jpg,mountain,3
336,prediction/11071.jpg,glacier,2
337,prediction/11073.jpg,street,5
338,prediction/11078.jpg,mountain,3
339,prediction/11079.jpg,buildings,0
340,prediction/11082.jpg,street,5
341,prediction/11087.jpg,glacier,2
342,prediction/1109.jpg,street,5
343,prediction/11091.jpg,forest,1
344,prediction/11101.jpg,buildings,0
345,prediction/11102.jpg,street,5
346,prediction/11103.jpg,mountain,3
347,prediction/11104.jpg,mountain,3
348,prediction/11105.jpg,mountain,3
349,prediction/11109.jpg,mountain,3
350,prediction/11115.jpg,buildings,0
351,prediction/11119.jpg,mountain,3
352,prediction/11120.jpg,mountain,3
353,prediction/11121.jpg,street,5
354,prediction/11123.jpg,forest,1
355,prediction/11126.jpg,street,5
356,prediction/1113.jpg,forest,1
357,prediction/11130.jpg,mountain,3
358,prediction/11135.jpg,buildings,0
359,prediction/11137.jpg,mountain,3
360,prediction/1114.jpg,street,5
361,prediction/11145.jpg,forest,1
362,prediction/11147.jpg,street,5
363,prediction/11153.jpg,forest,1
364,prediction/11155.jpg,buildings,0
365,prediction/11158.jpg,mountain,3
366,prediction/11159.jpg,buildings,0
367,prediction/11163.jpg,mountain,3
368,prediction/11166.jpg,glacier,2
369,prediction/11167.jpg,mountain,3
370,prediction/11170.jpg,buildings,0
371,prediction/11172.jpg,glacier,2
372,prediction/11174.jpg,mountain,3
373,prediction/11175.jpg,buildings,0
374,prediction/11179.jpg,street,5
375,prediction/1119.jpg,forest,1
376,prediction/11191.jpg,glacier,2
377,prediction/11192.jpg,street,5
378,prediction/11193.jpg,buildings,0
379,prediction/11194.jpg,street,5
380,prediction/11195.jpg,forest,1
381,prediction/11201.jpg,glacier,2
382,prediction/11205.jpg,mountain,3
383,prediction/11208.jpg,mountain,3
384,prediction/11210.jpg,glacier,2
385,prediction/11214.jpg,mountain,3
386,prediction/11216.jpg,mountain,3
387,prediction/11222.jpg,mountain,3
388,prediction/11224.jpg,glacier,2
389,prediction/11227.jpg,street,5
390,prediction/1123.jpg,mountain,3
391,prediction/11230.jpg,street,5
392,prediction/11240.jpg,street,5
393,prediction/11242.jpg,forest,1
394,prediction/11243.jpg,forest,1
395,prediction/11245.jpg,glacier,2
396,prediction/11248.jpg,glacier,2
397,prediction/1125.jpg,forest,1
398,prediction/11250.jpg,sea,4
399,prediction/11252.jpg,glacier,2
400,prediction/11256.jpg,mountain,3
401,prediction/11258.jpg,mountain,3
402,prediction/11260.jpg,forest,1
403,prediction/11269.jpg,sea,4
404,prediction/11273.jpg,buildings,0
405,prediction/11285.jpg,glacier,2
406,prediction/11298.jpg,glacier,2
407,prediction/11299.jpg,forest,1
408,prediction/1130.jpg,forest,1
409,prediction/11301.jpg,glacier,2
410,prediction/11308.jpg,forest,1
411,prediction/11318.jpg,buildings,0
412,prediction/11322.jpg,sea,4
413,prediction/11324.jpg,mountain,3
414,prediction/11328.jpg,buildings,0
415,prediction/11330.jpg,forest,1
416,prediction/11335.jpg,sea,4
417,prediction/11337.jpg,glacier,2
418,prediction/11341.jpg,forest,1
419,prediction/11353.jpg,glacier,2
420,prediction/11356.jpg,mountain,3
421,prediction/11357.jpg,glacier,2
422,prediction/1136.jpg,street,5
423,prediction/11361.jpg,street,5
424,prediction/11370.jpg,sea,4
425,prediction/11386.jpg,glacier,2
426,prediction/11391.jpg,street,5
427,prediction/11392.jpg,sea,4
428,prediction/11394.jpg,street,5
429,prediction/11397.jpg,mountain,3
430,prediction/11399.jpg,forest,1
431,prediction/11403.jpg,buildings,0
432,prediction/11408.jpg,forest,1
433,prediction/1141.jpg,mountain,3
434,prediction/11411.jpg,buildings,0
435,prediction/11420.jpg,street,5
436,prediction/11422.jpg,sea,4
437,prediction/11423.jpg,buildings,0
438,prediction/11427.jpg,forest,1
439,prediction/1143.jpg,mountain,3
440,prediction/11430.jpg,forest,1
441,prediction/11431.jpg,glacier,2
442,prediction/11433.jpg,mountain,3
443,prediction/11435.jpg,buildings,0
444,prediction/11443.jpg,street,5
445,prediction/11444.jpg,glacier,2
446,prediction/11445.jpg,buildings,0
447,prediction/11449.jpg,glacier,2
448,prediction/11454.jpg,street,5
449,prediction/11461.jpg,sea,4
450,prediction/11462.jpg,sea,4
451,prediction/11463.jpg,buildings,0
452,prediction/11478.jpg,buildings,0
453,prediction/11481.jpg,buildings,0
454,prediction/11485.jpg,mountain,3
455,prediction/11486.jpg,forest,1
456,prediction/11488.jpg,forest,1
457,prediction/11496.jpg,buildings,0
458,prediction/1150.jpg,buildings,0
459,prediction/11500.jpg,street,5
460,prediction/11501.jpg,street,5
461,prediction/11509.jpg,forest,1
462,prediction/11511.jpg,street,5
463,prediction/11517.jpg,buildings,0
464,prediction/11520.jpg,street,5
465,prediction/11521.jpg,buildings,0
466,prediction/11525.jpg,mountain,3
467,prediction/11527.jpg,mountain,3
468,prediction/11529.jpg,forest,1
469,prediction/11531.jpg,mountain,3
470,prediction/11533.jpg,mountain,3
471,prediction/11538.jpg,mountain,3
472,prediction/11540.jpg,street,5
473,prediction/11546.jpg,street,5
474,prediction/11547.jpg,street,5
475,prediction/11548.jpg,glacier,2
476,prediction/11549.jpg,forest,1
477,prediction/11551.jpg,street,5
478,prediction/11564.jpg,buildings,0
479,prediction/11565.jpg,mountain,3
480,prediction/11566.jpg,mountain,3
481,prediction/11571.jpg,buildings,0
482,prediction/11572.jpg,mountain,3
483,prediction/11573.jpg,street,5
484,prediction/11574.jpg,buildings,0
485,prediction/11575.jpg,glacier,2
486,prediction/11576.jpg,glacier,2
487,prediction/11577.jpg,forest,1
488,prediction/1158.jpg,buildings,0
489,prediction/11580.jpg,forest,1
490,prediction/11581.jpg,glacier,2
491,prediction/11584.jpg,glacier,2
492,prediction/11585.jpg,glacier,2
493,prediction/11588.jpg,sea,4
494,prediction/11589.jpg,buildings,0
495,prediction/11593.jpg,street,5
496,prediction/11596.jpg,mountain,3
497,prediction/11603.jpg,mountain,3
498,prediction/11607.jpg,glacier,2
499,prediction/11615.jpg,street,5
500,prediction/11617.jpg,buildings,0
501,prediction/11619.jpg,mountain,3
502,prediction/1162.jpg,street,5
503,prediction/11623.jpg,forest,1
504,prediction/11633.jpg,street,5
505,prediction/11634.jpg,glacier,2
506,prediction/11638.jpg,glacier,2
507,prediction/1164.jpg,forest,1
508,prediction/11643.jpg,mountain,3
509,prediction/11645.jpg,mountain,3
510,prediction/11648.jpg,buildings,0
511,prediction/11651.jpg,mountain,3
512,prediction/1166.jpg,street,5
513,prediction/11666.jpg,street,5
514,prediction/11668.jpg,forest,1
515,prediction/11671.jpg,mountain,3
516,prediction/11674.jpg,street,5
517,prediction/11678.jpg,sea,4
518,prediction/1168.jpg,forest,1
519,prediction/11682.jpg,mountain,3
520,prediction/11686.jpg,street,5
521,prediction/11688.jpg,buildings,0
522,prediction/1169.jpg,street,5
523,prediction/11693.jpg,forest,1
524,prediction/11695.jpg,street,5
525,prediction/117.jpg,mountain,3
526,prediction/1170.jpg,mountain,3
527,prediction/11703.jpg,glacier,2
528,prediction/11704.jpg,street,5
529,prediction/11705.jpg,forest,1
530,prediction/11711.jpg,forest,1
531,prediction/11715.jpg,glacier,2
532,prediction/11720.jpg,glacier,2
533,prediction/11726.jpg,glacier,2
534,prediction/11729.jpg,sea,4
535,prediction/1173.jpg,street,5
536,prediction/11730.jpg,glacier,2
537,prediction/11738.jpg,buildings,0
538,prediction/1174.jpg,mountain,3
539,prediction/11742.jpg,glacier,2
540,prediction/11752.jpg,street,5
541,prediction/11756.jpg,glacier,2
542,prediction/11757.jpg,forest,1
543,prediction/11758.jpg,forest,1
544,prediction/1176.jpg,street,5
545,prediction/11761.jpg,mountain,3
546,prediction/11763.jpg,forest,1
547,prediction/11766.jpg,glacier,2
548,prediction/11767.jpg,mountain,3
549,prediction/11769.jpg,forest,1
550,prediction/11771.jpg,forest,1
551,prediction/11773.jpg,mountain,3
552,prediction/11776.jpg,forest,1
553,prediction/11778.jpg,street,5
554,prediction/11781.jpg,mountain,3
555,prediction/11789.jpg,street,5
556,prediction/11791.jpg,mountain,3
557,prediction/11792.jpg,mountain,3
558,prediction/11793.jpg,sea,4
559,prediction/11798.jpg,sea,4
560,prediction/1180.jpg,street,5
561,prediction/11802.jpg,street,5
562,prediction/11805.jpg,mountain,3
563,prediction/11809.jpg,mountain,3
564,prediction/11811.jpg,street,5
565,prediction/11817.jpg,street,5
566,prediction/11818.jpg,forest,1
567,prediction/11819.jpg,forest,1
568,prediction/11820.jpg,mountain,3
569,prediction/11822.jpg,street,5
570,prediction/11832.jpg,forest,1
571,prediction/11835.jpg,street,5
572,prediction/11838.jpg,glacier,2
573,prediction/11839.jpg,glacier,2
574,prediction/11848.jpg,forest,1
575,prediction/11849.jpg,forest,1
576,prediction/11853.jpg,street,5
577,prediction/11854.jpg,mountain,3
578,prediction/11863.jpg,glacier,2
579,prediction/1187.jpg,glacier,2
580,prediction/11870.jpg,street,5
581,prediction/11874.jpg,street,5
582,prediction/11879.jpg,mountain,3
583,prediction/11881.jpg,glacier,2
584,prediction/11884.jpg,street,5
585,prediction/11885.jpg,forest,1
586,prediction/11886.jpg,glacier,2
587,prediction/11890.jpg,glacier,2
588,prediction/11891.jpg,street,5
589,prediction/11895.jpg,street,5
590,prediction/11897.jpg,glacier,2
591,prediction/119.jpg,sea,4
592,prediction/1190.jpg,forest,1
593,prediction/11900.jpg,buildings,0
594,prediction/11901.jpg,street,5
595,prediction/11903.jpg,mountain,3
596,prediction/11904.jpg,street,5
597,prediction/11907.jpg,mountain,3
598,prediction/11909.jpg,mountain,3
599,prediction/11912.jpg,mountain,3
600,prediction/11915.jpg,forest,1
601,prediction/11916.jpg,forest,1
602,prediction/11919.jpg,street,5
603,prediction/11920.jpg,mountain,3
604,prediction/11930.jpg,sea,4
605,prediction/11935.jpg,buildings,0
606,prediction/11942.jpg,glacier,2
607,prediction/11948.jpg,buildings,0
608,prediction/11949.jpg,forest,1
609,prediction/11950.jpg,mountain,3
610,prediction/11953.jpg,sea,4
611,prediction/11958.jpg,forest,1
612,prediction/11962.jpg,mountain,3
613,prediction/11965.jpg,glacier,2
614,prediction/11968.jpg,mountain,3
615,prediction/1197.jpg,street,5
616,prediction/11971.jpg,mountain,3
617,prediction/11972.jpg,glacier,2
618,prediction/11975.jpg,buildings,0
619,prediction/11983.jpg,mountain,3
620,prediction/11984.jpg,glacier,2
621,prediction/11995.jpg,forest,1
622,prediction/11996.jpg,glacier,2
623,prediction/11997.jpg,mountain,3
624,prediction/11998.jpg,buildings,0
625,prediction/1200.jpg,mountain,3
626,prediction/12006.jpg,street,5
627,prediction/12012.jpg,mountain,3
628,prediction/12015.jpg,buildings,0
629,prediction/12017.jpg,forest,1
630,prediction/1202.jpg,mountain,3
631,prediction/12022.jpg,mountain,3
632,prediction/12023.jpg,forest,1
633,prediction/12026.jpg,glacier,2
634,prediction/12033.jpg,buildings,0
635,prediction/12036.jpg,glacier,2
636,prediction/12037.jpg,forest,1
637,prediction/12041.jpg,forest,1
638,prediction/12045.jpg,forest,1
639,prediction/12052.jpg,glacier,2
640,prediction/12056.jpg,mountain,3
641,prediction/12057.jpg,buildings,0
642,prediction/1206.jpg,mountain,3
643,prediction/12061.jpg,street,5
644,prediction/12062.jpg,sea,4
645,prediction/1207.jpg,forest,1
646,prediction/12072.jpg,mountain,3
647,prediction/12073.jpg,street,5
648,prediction/12076.jpg,buildings,0
649,prediction/12078.jpg,glacier,2
650,prediction/12079.jpg,buildings,0
651,prediction/12080.jpg,mountain,3
652,prediction/12082.jpg,mountain,3
653,prediction/12085.jpg,street,5
654,prediction/12086.jpg,mountain,3
655,prediction/12087.jpg,street,5
656,prediction/12088.jpg,street,5
657,prediction/12090.jpg,forest,1
658,prediction/12095.jpg,mountain,3
659,prediction/12098.jpg,mountain,3
660,prediction/12099.jpg,buildings,0
661,prediction/121.jpg,mountain,3
662,prediction/12100.jpg,glacier,2
663,prediction/12109.jpg,forest,1
664,prediction/1211.jpg,buildings,0
665,prediction/12112.jpg,forest,1
666,prediction/12115.jpg,glacier,2
667,prediction/12124.jpg,glacier,2
668,prediction/12128.jpg,glacier,2
669,prediction/12132.jpg,forest,1
670,prediction/12133.jpg,sea,4
671,prediction/12137.jpg,mountain,3
672,prediction/12139.jpg,glacier,2
673,prediction/1214.jpg,forest,1
674,prediction/12141.jpg,mountain,3
675,prediction/12150.jpg,sea,4
676,prediction/12153.jpg,forest,1
677,prediction/12155.jpg,buildings,0
678,prediction/12163.jpg,mountain,3
679,prediction/12176.jpg,glacier,2
680,prediction/12180.jpg,glacier,2
681,prediction/12182.jpg,street,5
682,prediction/12183.jpg,mountain,3
683,prediction/12184.jpg,glacier,2
684,prediction/12189.jpg,mountain,3
685,prediction/12192.jpg,buildings,0
686,prediction/12199.jpg,buildings,0
687,prediction/12201.jpg,sea,4
688,prediction/12205.jpg,mountain,3
689,prediction/12207.jpg,forest,1
690,prediction/12211.jpg,mountain,3
691,prediction/12215.jpg,mountain,3
692,prediction/1222.jpg,mountain,3
693,prediction/12229.jpg,mountain,3
694,prediction/1223.jpg,mountain,3
695,prediction/12234.jpg,forest,1
696,prediction/12246.jpg,glacier,2
697,prediction/12250.jpg,street,5
698,prediction/12251.jpg,street,5
699,prediction/12253.jpg,forest,1
700,prediction/12254.jpg,sea,4
701,prediction/12259.jpg,glacier,2
702,prediction/1226.jpg,mountain,3
703,prediction/12261.jpg,glacier,2
704,prediction/12264.jpg,forest,1
705,prediction/12267.jpg,forest,1
706,prediction/12269.jpg,buildings,0
707,prediction/1227.jpg,buildings,0
708,prediction/12271.jpg,forest,1
709,prediction/12275.jpg,street,5
710,prediction/12276.jpg,mountain,3
711,prediction/12278.jpg,buildings,0
712,prediction/12279.jpg,street,5
713,prediction/12284.jpg,buildings,0
714,prediction/12285.jpg,glacier,2
715,prediction/12286.jpg,forest,1
716,prediction/12289.jpg,glacier,2
717,prediction/12291.jpg,street,5
718,prediction/12293.jpg,forest,1
719,prediction/12297.jpg,buildings,0
720,prediction/12298.jpg,street,5
721,prediction/12302.jpg,forest,1
722,prediction/12305.jpg,forest,1
723,prediction/12312.jpg,buildings,0
724,prediction/12318.jpg,street,5
725,prediction/12321.jpg,mountain,3
726,prediction/12325.jpg,mountain,3
727,prediction/12326.jpg,street,5
728,prediction/12329.jpg,street,5
729,prediction/12331.jpg,street,5
730,prediction/12332.jpg,street,5
731,prediction/12334.jpg,glacier,2
732,prediction/12335.jpg,forest,1
733,prediction/1234.jpg,street,5
734,prediction/12340.jpg,buildings,0
735,prediction/12341.jpg,glacier,2
736,prediction/12347.jpg,glacier,2
737,prediction/12350.jpg,buildings,0
738,prediction/12351.jpg,sea,4
739,prediction/12352.jpg,buildings,0
740,prediction/12354.jpg,glacier,2
741,prediction/12355.jpg,glacier,2
742,prediction/12356.jpg,street,5
743,prediction/12359.jpg,mountain,3
744,prediction/12361.jpg,glacier,2
745,prediction/12362.jpg,glacier,2
746,prediction/12363.jpg,street,5
747,prediction/12371.jpg,mountain,3
748,prediction/12373.jpg,buildings,0
749,prediction/12374.jpg,glacier,2
750,prediction/12376.jpg,forest,1
751,prediction/12377.jpg,glacier,2
752,prediction/1239.jpg,mountain,3
753,prediction/12390.jpg,forest,1
754,prediction/12394.jpg,buildings,0
755,prediction/12395.jpg,glacier,2
756,prediction/12399.jpg,forest,1
757,prediction/12402.jpg,mountain,3
758,prediction/12407.jpg,mountain,3
759,prediction/12409.jpg,glacier,2
